结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,路由变化,路由跳数,时延,最大时延,最小时延,STD 时延,抖动,最大抖动,最小抖动,STD 抖动,丢包,发包数,丢包数,结果 IP 地址,结果国家名称,结果省名称,结果归属地,附加项
2013-02-26 22:30:23.671875,222.50.124.2,NULL,funshion.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,34.44.10.32,美国,NULL, 其它运营商,0
2013-02-26 22:30:25.609729,222.50.124.26,NULL,www.huanqiu.com,网页类,0,19,35.44,115.13,0.54,35.70,1.50,16.34,0.00,3.77,5.263,57,3,125.39.187.20,中国,天津, 联通,19
2013-02-26 22:30:31.358828,222.50.124.98,NULL,www.icbc.com.cn,网页类,0,17,22.47,96.35,0.57,28.42,0.66,6.23,0.00,1.48,5.882,51,3,125.39.39.42,中国,天津, 联通,17
2013-02-26 22:30:34.645880,222.50.124.110,NULL,mapbar.com,广东铁通TOPn网站,0,11,22.55,35.67,0.63,12.11,2.79,24.52,0.00,6.96,0.000,33,0,211.157.24.135,中国,北京, 联通,11
2013-02-26 22:30:35.953138,222.50.124.110,NULL,kandian.com,广东铁通TOPn网站,0,30,2.98,7.53,0.64,2.78,1.65,3.66,0.00,1.63,86.667,90,78,123.126.53.254,中国,北京, 联通,30
2013-02-26 22:30:42.586873,222.50.124.50,NULL,kankan.com,广东铁通TOPn网站,0,15,5.50,16.28,0.58,5.81,0.62,2.34,0.00,0.83,60.000,45,27,58.251.57.175,中国,广东, 联通,15
2013-02-26 22:30:45.553219,222.50.124.70,NULL,91dos.com,广东铁通TOPn网站,0,30,2.66,13.56,0.57,2.94,1.10,17.99,0.00,3.60,0.000,90,0,122.225.117.140,中国,浙江, 电信,30
2013-02-26 22:30:46.237181,222.50.124.26,NULL,bet007.com,广东铁通TOPn网站,0,30,3.87,11.84,0.58,4.13,0.50,1.64,0.00,0.62,83.333,90,75,61.143.225.118,中国,广东, 电信,30
2013-02-26 22:30:49.344597,222.50.124.26,NULL,pengyou.com,广东铁通TOPn网站,29,17,59.25,176.87,0.60,59.15,8.83,116.89,0.00,28.01,9.804,51,5,112.64.234.210,中国,上海, 联通,17
2013-02-26 22:30:54.705964,222.50.124.50,NULL,scorecardresearch.com,广东铁通TOPn网站,0,19,174.59,289.81,0.57,99.30,1.37,7.20,0.00,2.35,1.754,57,1,165.193.78.252,美国,NULL, 其它运营商,19
2013-02-26 22:30:55.811997,222.50.124.2,NULL,aipai.com,广东铁通TOPn网站,2,30,3.17,7.37,0.61,3.00,0.57,0.98,0.00,0.39,90.000,90,81,121.10.241.89,中国,广东, 电信,30
2013-02-26 22:30:59.487324,222.50.124.74,NULL,www.kankan.com,网页类,0,5,3.12,6.00,0.60,1.72,0.18,0.54,0.00,0.20,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:31:03.278885,222.50.124.110,NULL,babytree.com,广东铁通TOPn网站,15,30,2.64,10.14,0.61,2.18,1.25,14.10,0.00,3.19,0.000,90,0,124.238.250.203,中国,河北, 电信,30
2013-02-26 22:31:05.011785,222.50.124.90,NULL,155.com,广东铁通TOPn网站,0,14,10.98,50.20,0.56,17.79,1.44,4.83,0.00,1.67,57.143,42,24,119.188.11.3,中国,山东, 联通,14
2013-02-26 22:31:09.480213,222.50.124.46,NULL,www.huanqiu.com,网页类,29,19,35.29,92.03,0.60,34.81,0.45,1.79,0.00,0.53,7.018,57,4,125.39.187.20,中国,天津, 联通,19
2013-02-26 22:31:12.128627,222.50.124.130,NULL,www.hl.cnc.cn,网页类,0,18,34.98,115.49,0.56,37.33,1.82,16.23,0.00,3.79,0.000,54,0,221.212.213.106,中国,黑龙江, 联通,18
2013-02-26 22:31:13.230577,222.50.124.2,NULL,www.qiushibaike.com,网页类,2,13,40.38,104.60,0.57,34.30,13.59,111.62,0.00,30.44,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-26 22:31:22.007507,222.50.124.70,NULL,56.com,广东铁通TOPn网站,0,8,3.05,8.48,1.52,2.09,0.78,3.63,0.00,1.16,0.000,24,0,112.90.57.7,中国,广东, 联通,8
2013-02-26 22:31:30.162223,222.50.124.50,NULL,www.youku.com,网页类,0,7,19.03,34.51,0.56,14.47,1.08,5.42,0.00,1.86,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-26 22:31:36.347834,222.50.124.94,NULL,www.020.com,网页类,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.0.0.0,NULL,NULL,NULL,0
2013-02-26 22:31:38.673769,222.50.124.2,NULL,tieyou.com,广东铁通TOPn网站,0,30,2.72,5.98,0.58,2.34,0.69,1.57,0.00,0.65,90.000,90,81,114.80.202.113,中国,上海, 电信,30
2013-02-26 22:31:40.140681,222.50.124.70,NULL,baidu-2img.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,136.24.7.183,美国,NULL, 其它运营商,0
2013-02-26 22:31:42.621630,222.50.124.110,NULL,www.youku.com,网页类,0,7,20.14,34.62,0.60,14.08,0.90,3.87,0.00,1.28,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-26 22:31:43.269907,222.50.124.90,NULL,kejet.net,广东铁通TOPn网站,0,30,4.86,74.72,0.64,13.19,4.59,116.21,0.00,20.89,0.000,90,0,122.226.122.236,中国,浙江, 电信,30
2013-02-26 22:31:45.004977,222.50.124.26,NULL,www.youku.com,网页类,0,7,18.80,34.51,0.64,14.50,0.38,0.94,0.00,0.29,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-26 22:31:49.012353,222.50.124.26,NULL,189qas.com,广东铁通TOPn网站,0,21,5.82,33.26,0.57,10.57,0.36,2.20,0.00,0.70,61.905,63,39,116.228.171.120,中国,上海, 电信,21
2013-02-26 22:31:53.788052,222.50.124.130,NULL,www.gzmama.com,网页类,0,14,3.28,17.82,0.59,4.22,0.82,7.05,0.00,1.83,0.000,42,0,58.248.62.22,中国,广东, 联通,14
2013-02-26 22:32:00.798877,222.50.124.2,NULL,tudou.com,广东铁通TOPn网站,0,18,24.98,94.13,0.58,27.43,0.26,0.93,0.00,0.28,16.667,54,9,123.126.98.173,中国,北京, 联通,18
2013-02-26 22:32:05.750241,222.50.124.114,NULL,www.youku.com,网页类,0,7,18.74,34.90,0.60,14.74,0.46,1.21,0.00,0.38,0.000,21,0,122.72.120.241,中国,中国NDC, 铁通,7
2013-02-26 22:32:06.559753,222.50.124.70,NULL,readnovel.com,广东铁通TOPn网站,2,13,30.61,43.35,0.59,15.21,0.31,3.57,0.00,0.94,0.000,39,0,118.244.198.2,中国,吉林, 铁通,13
2013-02-26 22:32:08.256645,123.65.232.142,NULL,www.gzmama.com,网页类,0,30,3.31,8.72,0.69,3.23,1.96,6.26,0.00,2.52,86.667,90,78,58.248.62.22,中国,广东, 联通,30
2013-02-26 22:32:09.218697,222.50.124.2,NULL,70e.com,广东铁通TOPn网站,0,30,73.86,243.13,0.60,71.91,0.63,2.83,0.00,0.86,63.333,90,57,54.248.34.220,美国,NULL, 其它运营商,30
2013-02-26 22:32:15.646160,222.50.124.26,NULL,www.tudou.com,网页类,11,17,23.15,52.91,0.55,24.53,0.79,3.44,0.00,1.08,19.608,51,10,123.126.98.149,中国,北京, 联通,17
2013-02-26 22:32:22.100667,222.50.124.90,NULL,woxihuan.com,广东铁通TOPn网站,0,18,10.58,50.62,0.57,18.00,0.74,2.19,0.00,0.79,66.667,54,36,123.125.160.234,中国,北京, 联通,18
2013-02-26 22:32:25.015833,222.50.124.106,NULL,www.020.com,网页类,0,15,9.94,94.29,0.54,22.70,0.43,3.29,0.00,0.86,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:32:31.642942,222.50.124.50,NULL,kuai8.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,0.170.159.9,IANA,NULL, 其它运营商,0
2013-02-26 22:32:31.984839,222.50.124.70,NULL,155.com,广东铁通TOPn网站,0,15,23.51,105.31,0.64,29.19,1.03,2.65,0.00,0.71,8.889,45,4,119.188.11.3,中国,山东, 联通,15
2013-02-26 22:32:37.762327,222.50.124.50,NULL,youdao.com,广东铁通TOPn网站,1,19,13.46,67.42,0.80,24.32,0.31,0.97,0.00,0.33,68.421,57,39,61.135.218.30,中国,北京, 联通,19
2013-02-26 22:32:47.142013,222.50.124.90,NULL,adsame.com,广东铁通TOPn网站,0,11,31.21,77.63,0.61,21.37,9.23,66.49,0.00,19.57,0.000,33,0,118.26.200.34,中国,上海, 铁通,11
2013-02-26 22:32:52.202007,222.50.124.78,NULL,www.poco.cn,网页类,10,16,30.56,122.50,0.60,33.54,1.13,5.26,0.00,1.24,2.083,48,1,221.192.148.124,中国,河北, 联通,16
2013-02-26 22:32:55.194971,222.50.124.38,NULL,www.icbc.com.cn,网页类,0,17,56.26,133.60,0.58,54.85,3.48,29.25,0.00,7.64,7.843,51,4,125.39.39.42,中国,天津, 联通,17
2013-02-26 22:32:58.076333,222.50.124.2,NULL,sina.com.cn,广东铁通TOPn网站,0,18,14.34,68.34,0.57,24.30,1.94,5.97,0.00,2.23,66.667,54,36,202.108.33.60,中国,北京, 其它运营商,18
2013-02-26 22:32:58.581912,222.50.124.2,NULL,www.taobao.com,网页类,0,7,18.43,36.69,0.59,15.35,0.74,4.09,0.00,1.50,14.286,21,3,122.72.3.241,中国,中国NDC, 铁通,7
2013-02-26 22:33:04.390643,222.50.124.2,NULL,yngxxx.com,广东铁通TOPn网站,0,30,6.74,10.82,1.17,4.08,6.18,15.34,0.00,6.55,90.000,90,81,113.107.108.37,中国,广东, 电信,30
2013-02-26 22:33:14.435414,222.50.124.26,NULL,91.com,广东铁通TOPn网站,0,30,3.55,11.33,0.58,4.06,2.85,8.06,0.00,3.49,83.333,90,75,121.207.254.111,中国,福建, 电信,30
2013-02-26 22:33:14.524469,222.50.124.82,NULL,www.huanqiu.com,网页类,40,19,32.79,89.59,0.62,31.02,1.23,9.27,0.00,2.26,5.263,57,3,125.39.187.20,中国,天津, 联通,19
2013-02-26 22:33:15.994051,222.50.124.90,NULL,53kf.com,广东铁通TOPn网站,0,30,3.75,57.77,0.60,10.06,3.13,87.09,0.00,15.60,0.000,90,0,122.227.58.188,中国,浙江, 电信,30
2013-02-26 22:33:17.416630,222.50.124.110,NULL,flashget.com,广东铁通TOPn网站,0,30,4.09,12.81,0.61,5.07,1.14,3.17,0.00,1.27,86.667,90,78,221.123.176.106,中国,北京, 其它运营商,30
2013-02-26 22:33:21.435415,222.50.124.18,NULL,www.hl.cnc.cn,网页类,0,17,38.98,139.14,0.59,42.57,0.28,1.06,0.00,0.35,0.000,51,0,221.212.213.106,中国,黑龙江, 联通,17
2013-02-26 22:33:26.841489,222.50.124.26,NULL,88210212.com,广东铁通TOPn网站,0,16,5.46,25.76,0.57,8.45,0.28,0.83,0.00,0.31,52.083,48,25,113.106.18.148,中国,广东, 电信,16
2013-02-26 22:33:27.144025,222.50.124.50,NULL,189mv.cn,广东铁通TOPn网站,0,30,3.13,6.89,0.58,1.62,0.91,7.51,0.00,1.82,50.000,90,45,183.63.133.186,中国,广东, 电信,30
2013-02-26 22:33:33.265142,222.50.124.42,NULL,www.020.com,网页类,0,15,3.53,10.30,0.46,2.69,0.41,2.41,0.00,0.67,0.000,45,0,120.31.61.171,中国,广东, 铁通,15
2013-02-26 22:33:34.914001,222.50.124.90,NULL,meilishuo.com,广东铁通TOPn网站,28,16,25.38,44.98,0.58,15.19,1.23,12.98,0.00,3.17,0.000,48,0,124.202.144.10,中国,北京, 移动,16
2013-02-26 22:33:36.751369,222.50.124.2,NULL,zqlx.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,105.103.104.116,其它地区,NULL, 其它运营商,0
2013-02-26 22:33:38.457922,222.50.124.62,NULL,www.kankan.com,网页类,0,5,4.05,10.46,0.61,3.35,0.32,1.14,0.00,0.41,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:33:40.541271,222.50.124.110,NULL,www.icbc.com.cn,网页类,28,30,2.83,8.17,0.59,3.12,0.37,0.72,0.00,0.34,86.667,90,78,113.31.42.29,中国,北京, 其它运营商,30
2013-02-26 22:33:44.069620,222.50.124.50,NULL,baofeng.com,广东铁通TOPn网站,3,20,17.62,92.32,0.58,33.44,1.94,7.95,0.00,2.83,70.000,60,42,60.28.110.233,中国,天津, 联通,20
2013-02-26 22:33:56.877569,123.89.176.38,NULL,www.gzmama.com,网页类,1,16,5.24,19.68,0.58,6.67,0.61,2.38,0.00,0.84,62.500,48,30,58.248.62.34,中国,广东, 联通,16
2013-02-26 22:33:57.350992,222.50.124.90,NULL,www.taobao.com,网页类,5,8,26.71,47.38,0.58,19.75,1.47,7.67,0.00,2.61,12.500,24,3,122.72.14.241,中国,中国NDC, 铁通,8
2013-02-26 22:33:58.886308,222.50.124.70,NULL,uusee.com,广东铁通TOPn网站,0,30,4.49,64.62,0.62,11.35,4.15,97.82,0.00,17.55,0.000,90,0,221.238.29.196,中国,天津, 电信,30
2013-02-26 22:34:03.684792,123.65.232.142,NULL,www.readnovel.com,网页类,0,30,3.62,11.96,0.58,4.82,0.42,1.18,0.00,0.46,86.667,90,78,221.204.241.230,中国,山西, 联通,30
2013-02-26 22:34:10.723512,222.50.124.50,NULL,91dos.com,广东铁通TOPn网站,0,19,27.01,90.17,0.63,27.73,0.63,3.31,0.00,0.89,21.053,57,12,122.225.117.140,中国,浙江, 电信,19
2013-02-26 22:34:14.918229,222.50.124.78,NULL,www.onlinedown.net,下载类,8,11,17.80,34.53,0.57,13.91,0.74,3.56,0.00,0.97,0.000,33,0,120.193.11.195,中国,浙江, 移动,11
2013-02-26 22:34:15.006036,222.50.124.30,NULL,www.weibo.com,网页类,0,19,8.75,44.31,0.56,14.14,1.77,5.96,0.00,2.42,59.649,57,34,180.149.134.17,中国,北京, 电信,19
2013-02-26 22:34:17.925398,222.50.124.70,NULL,bet007.com,广东铁通TOPn网站,0,30,2.89,7.76,0.59,2.70,0.58,2.42,0.00,0.93,83.333,90,75,61.143.225.118,中国,广东, 电信,30
2013-02-26 22:34:23.701905,123.89.176.30,NULL,www.kankan.com,网页类,0,5,4.16,10.46,0.64,3.31,4.37,20.58,0.00,8.11,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:34:25.905262,222.50.124.10,NULL,www.hl.cnc.cn,网页类,0,18,33.47,82.62,0.56,33.69,4.27,59.89,0.00,13.56,0.000,54,0,221.212.213.106,中国,黑龙江, 联通,18
2013-02-26 22:34:25.986484,222.50.124.90,NULL,scorecardresearch.com,广东铁通TOPn网站,0,18,178.01,305.49,0.66,108.43,2.12,24.79,0.00,5.78,5.556,54,3,165.193.78.252,美国,NULL, 其它运营商,18
2013-02-26 22:34:31.318670,222.50.124.26,NULL,funshion.net,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,98.108.101.38,美国,NULL, 其它运营商,0
2013-02-26 22:34:37.634733,222.50.124.34,NULL,www.skycn.com,下载类,0,19,13.55,68.23,0.57,24.64,0.28,1.04,0.00,0.35,68.421,57,39,125.39.78.230,中国,天津, 联通,19
2013-02-26 22:34:40.584740,222.50.124.50,NULL,qlogo.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,10.48.50.32,局域网,NULL, 其它运营商,0
2013-02-26 22:34:40.824849,222.50.124.2,NULL,googleadsserving.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,105.110.45.108,其它地区,NULL, 其它运营商,0
2013-02-26 22:34:42.061398,222.50.124.70,NULL,chinagames.net,广东铁通TOPn网站,15,30,3.60,36.76,0.62,6.45,2.35,44.81,0.00,8.21,0.000,90,0,183.60.26.242,中国,广东, 电信,30
2013-02-26 22:34:48.599021,222.50.124.50,NULL,www.skycn.com,下载类,0,20,13.17,64.37,0.61,23.07,2.65,12.07,0.00,4.37,70.000,60,42,125.39.78.230,中国,天津, 联通,20
2013-02-26 22:34:48.724476,222.50.124.98,NULL,www.poco.cn,网页类,28,20,32.22,94.44,0.57,34.94,0.66,4.01,0.00,1.04,10.000,60,6,122.143.8.199,中国,吉林, 联通,20
2013-02-26 22:34:49.945167,222.50.124.110,NULL,qpic.cn,广东铁通TOPn网站,0,30,3.57,11.69,0.57,4.70,0.94,3.35,0.00,1.40,86.667,90,78,112.90.139.50,中国,广东, 联通,30
2013-02-26 22:34:51.431861,222.50.124.2,NULL,kuaibo.com,广东铁通TOPn网站,0,30,7.97,22.31,0.61,10.14,5.88,17.46,0.00,8.19,90.000,90,81,175.6.0.102,中国,湖南, 电信,30
2013-02-26 22:35:01.750818,222.50.124.90,NULL,37cs.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,49.41.46.116,印度,NULL, 其它运营商,0
2013-02-26 22:35:01.908325,222.50.124.50,NULL,yx186.com,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,208.154.152.9,美国,NULL, 其它运营商,0
2013-02-26 22:35:03.474452,222.50.124.70,NULL,3393.com,广东铁通TOPn网站,0,30,2.40,6.86,0.73,1.25,0.71,5.14,0.00,1.31,0.000,90,0,121.10.173.39,中国,广东, 电信,30
2013-02-26 22:35:12.076553,123.65.232.142,NULL,www.163.com,网页类,6,12,24.02,46.10,0.61,19.26,2.42,16.30,0.00,4.33,0.000,36,0,223.87.1.58,中国,四川, 移动,12
2013-02-26 22:35:20.302873,222.50.124.70,NULL,vipshop.com,广东铁通TOPn网站,0,9,19.99,35.07,0.58,13.88,1.27,7.75,0.00,2.47,11.111,27,3,180.186.22.30,中国,北京, 移动,9
2013-02-26 22:35:29.603258,222.50.124.26,NULL,csbew.com,广东铁通TOPn网站,3,24,15.23,57.80,0.60,19.93,5.54,21.56,0.00,7.65,75.000,72,54,219.232.255.99,中国,北京, 其它运营商,24
2013-02-26 22:35:32.800801,123.89.176.38,NULL,www.kankan.com,网页类,0,5,5.28,16.11,0.62,5.51,0.80,3.77,0.00,1.48,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:35:33.610040,222.50.124.46,NULL,www.pconline.com.cn,网页类,0,15,16.75,88.98,0.56,32.40,8.85,51.66,0.00,19.15,60.000,45,27,210.21.118.120,中国,广东, 联通,15
2013-02-26 22:35:35.157345,222.50.124.50,NULL,snyu.com,广东铁通TOPn网站,0,19,31.55,96.52,0.55,28.90,2.26,10.36,0.00,3.33,15.789,57,9,58.215.169.133,中国,江苏, 电信,19
2013-02-26 22:35:36.207181,222.50.124.110,NULL,yoyi.com.cn,广东铁通TOPn网站,0,30,4.35,10.42,0.57,4.05,2.25,7.05,0.00,2.87,86.667,90,78,116.213.196.90,中国,北京, 其它运营商,30
2013-02-26 22:35:36.523014,222.50.124.70,NULL,zhekouku.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,85.114.108.0,巴勒斯坦,NULL, 其它运营商,0
2013-02-26 22:35:46.812450,222.50.124.90,NULL,so.com,广东铁通TOPn网站,0,16,11.23,54.03,0.61,19.22,0.85,2.90,0.00,1.04,62.500,48,30,182.118.31.240,中国,河南, 联通,16
2013-02-26 22:35:53.107010,222.50.124.2,NULL,xlpan.com,广东铁通TOPn网站,9,16,68.24,124.26,0.43,55.46,0.39,2.10,0.00,0.57,6.250,48,3,111.161.24.152,中国,北京, 联通,16
2013-02-26 22:35:55.715982,222.50.124.2,NULL,imshell.com,广东铁通TOPn网站,0,30,4.13,10.66,0.57,4.62,2.72,7.81,0.00,3.60,90.000,90,81,121.12.172.101,中国,广东, 电信,30
2013-02-26 22:35:56.800496,222.50.124.58,NULL,www.tudou.com,网页类,12,18,60.98,123.93,0.43,56.05,0.87,4.76,0.00,1.25,16.667,54,9,123.126.98.149,中国,北京, 联通,18
2013-02-26 22:35:58.030562,222.50.124.90,NULL,uusee.com,广东铁通TOPn网站,0,30,2.81,20.79,0.57,3.54,1.24,29.39,0.00,5.26,0.000,90,0,221.238.29.196,中国,天津, 电信,30
2013-02-26 22:35:59.971270,222.50.124.26,NULL,pplive.com,广东铁通TOPn网站,0,10,24.86,38.79,0.56,15.36,0.37,1.66,0.00,0.49,0.000,30,0,59.151.34.25,中国,北京, 其它运营商,10
2013-02-26 22:36:03.436358,222.50.124.110,NULL,yngxxx.com,广东铁通TOPn网站,0,30,4.39,24.65,0.64,6.12,3.89,43.39,0.00,9.88,0.000,90,0,113.107.108.37,中国,广东, 电信,30
2013-02-26 22:36:04.378854,222.50.124.42,NULL,www.skycn.com,下载类,0,20,13.16,64.36,0.58,23.01,1.46,6.03,0.00,2.14,70.000,60,42,125.39.78.230,中国,天津, 联通,20
2013-02-26 22:36:07.946334,222.50.124.70,NULL,funshion.com,广东铁通TOPn网站,15,30,2.22,13.87,0.60,2.25,0.25,2.96,0.00,0.59,0.000,90,0,117.34.68.90,中国,陕西, 电信,30
2013-02-26 22:36:10.549288,222.50.124.6,NULL,www.jiayuan.com,网页类,0,10,22.81,37.91,0.56,14.25,0.49,1.78,0.00,0.63,0.000,30,0,59.151.18.32,中国,北京, 其它运营商,10
2013-02-26 22:36:16.991122,222.50.124.26,NULL,baidu-2img.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,97.105.110.101,美国,NULL, 其它运营商,0
2013-02-26 22:36:17.256605,222.50.124.2,NULL,admaster.com.cn,广东铁通TOPn网站,0,30,3.04,7.52,0.56,3.17,0.80,2.32,0.00,1.08,90.000,90,81,58.215.168.155,中国,江苏, 电信,30
2013-02-26 22:36:28.172828,222.50.124.70,NULL,qzoneapp.com,广东铁通TOPn网站,0,14,14.17,58.54,0.56,14.23,6.78,77.44,0.00,20.41,9.524,42,4,58.251.150.154,中国,广东, 联通,14
2013-02-26 22:36:30.854608,123.89.176.38,NULL,www.tudou.com,网页类,9,17,45.16,123.63,0.56,40.91,0.30,0.90,0.00,0.29,21.569,51,11,123.126.98.151,中国,北京, 联通,17
2013-02-26 22:36:34.388350,222.50.124.2,NULL,www.163.com,网页类,0,12,31.51,63.83,0.58,25.99,3.70,28.66,0.00,7.97,8.333,36,3,223.87.1.59,中国,四川, 移动,12
2013-02-26 22:36:36.572009,222.50.124.94,NULL,www.onlinedown.net,下载类,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,116.97.116.117,越南,NULL, 其它运营商,0
2013-02-26 22:36:42.214771,222.50.124.26,NULL,5599.com,广东铁通TOPn网站,0,10,22.65,36.32,0.57,13.90,0.49,2.81,0.00,0.84,0.000,30,0,115.182.2.63,中国,北京, 移动,10
2013-02-26 22:36:44.391170,222.50.124.90,NULL,ad-plus.cn,广东铁通TOPn网站,0,30,2.35,6.23,0.60,1.31,0.51,4.42,0.00,0.88,0.000,90,0,220.181.20.30,中国,北京, 电信,30
2013-02-26 22:36:48.295255,222.50.124.70,NULL,xlpan.com,广东铁通TOPn网站,0,16,26.65,62.75,0.61,26.30,1.25,14.18,0.00,3.48,6.250,48,3,111.161.24.244,中国,北京, 联通,16
2013-02-26 22:36:57.504837,222.50.124.90,NULL,baidu-2img.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,32.43.32.40,美国,NULL, 其它运营商,0
2013-02-26 22:36:58.285747,222.50.124.58,NULL,www.gzmama.com,网页类,1,30,2.17,3.89,0.59,1.31,0.98,2.86,0.00,1.12,86.667,90,78,58.248.62.34,中国,广东, 联通,30
2013-02-26 22:37:01.042081,222.50.124.38,NULL,222.50.124.34,NULL,0,2,4.01,7.54,0.48,3.53,0.97,1.78,0.00,0.81,0.000,6,0,222.50.124.34,中国,广东, 铁通,2
2013-02-26 22:37:02.193024,222.50.124.50,NULL,pptv.com,广东铁通TOPn网站,12,30,16.93,29.52,0.56,11.90,2.26,19.65,0.00,4.82,50.000,90,45,180.153.106.102,中国,上海, 电信,30
2013-02-26 22:37:05.120105,222.50.124.50,NULL,mediav.com,广东铁通TOPn网站,0,22,35.59,67.56,0.57,26.24,0.66,4.34,0.00,1.06,18.182,66,12,114.80.69.185,中国,上海, 电信,22
2013-02-26 22:37:12.443996,222.50.124.70,NULL,irs09.com,广东铁通TOPn网站,0,30,3.24,16.59,0.60,3.98,3.81,44.86,0.00,11.11,0.000,90,0,114.112.32.233,中国,江苏, 移动,30
2013-02-26 22:37:12.725771,222.50.124.110,NULL,taotaosou.com,广东铁通TOPn网站,0,30,2.53,11.53,0.58,2.42,0.72,13.19,0.00,2.42,0.000,90,0,115.236.101.27,中国,浙江, 电信,30
2013-02-26 22:37:27.285412,222.50.124.42,NULL,www.qiushibaike.com,网页类,0,13,34.50,60.69,0.60,26.28,5.10,18.81,0.00,5.53,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-26 22:37:27.657610,222.50.124.50,NULL,irs09.com,广东铁通TOPn网站,0,20,29.16,90.21,0.54,25.19,0.71,3.86,0.00,1.01,25.000,60,15,114.112.32.237,中国,江苏, 移动,20
2013-02-26 22:37:30.455858,222.50.124.74,NULL,www.qiushibaike.com,网页类,0,13,33.43,60.02,0.68,24.75,2.30,6.55,0.00,2.10,7.692,39,3,183.203.15.209,中国,山西, 移动,13
2013-02-26 22:37:31.544417,222.50.124.110,NULL,duba.net,广东铁通TOPn网站,0,30,4.44,9.12,0.59,3.81,6.65,14.16,0.00,6.62,86.667,90,78,114.112.68.197,中国,江苏, 移动,30
2013-02-26 22:37:32.377416,222.50.124.50,NULL,gtimg.com.cn,广东铁通TOPn网站,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.000,0,0,143.162.34.219,美国,NULL, 其它运营商,0
2013-02-26 22:37:34.655488,222.50.124.18,NULL,www.kankan.com,网页类,0,5,3.32,7.11,0.56,2.12,0.15,0.56,0.00,0.20,0.000,15,0,61.235.96.93,中国,广东, 铁通,5
2013-02-26 22:37:35.956461,222.50.124.110,NULL,189qas.com,广东铁通TOPn网站,0,30,3.52,46.32,0.57,8.09,2.55,68.23,0.00,12.23,0.000,90,0,116.228.171.120,中国,上海, 电信,30
2013-02-26 22:37:38.462649,222.50.124.18,NULL,www.poco.cn,网页类,3,19,10.60,51.43,0.54,18.47,0.27,1.00,0.00,0.34,68.421,57,39,221.192.148.124,中国,河北, 联通,19
2013-02-26 22:37:42.978623,222.50.124.2,NULL,88210212.com,广东铁通TOPn网站,0,30,4.62,12.38,0.54,5.49,0.78,2.31,0.00,1.08,90.000,90,81,113.106.18.148,中国,广东, 电信,30
2013-02-26 22:37:53.474906,222.50.124.110,NULL,youku.com,广东铁通TOPn网站,10,12,4.11,9.03,0.57,3.28,2.56,8.05,0.00,3.10,0.000,36,0,121.9.204.234,中国,广东, 电信,12
2013-02-26 22:37:53.768413,222.50.124.106,NULL,www.weibo.com,网页类,0,30,4.20,51.18,0.66,8.91,3.12,56.42,0.00,10.70,0.000,90,0,180.149.134.17,中国,北京, 电信,30
2013-02-26 22:37:55.490966,222.50.124.70,NULL,admaster.com.cn,广东铁通TOPn网站,0,30,9.84,146.66,0.62,26.89,7.79,95.93,0.00,20.79,0.000,90,0,58.215.168.155,中国,江苏, 电信,30
